Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date
NIC/6547_13A1/2016,Mf434521,2016-07-19,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434521,2016.55,Genbank,2016-07-19
NIC/4886_12A1/2016,Ky765321,2016-07-10,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765321,2016.52,Genbank,2016-07-10
NIC/7252_12A1/2016,Ky765317,2016-06-29,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765317,2016.49,Genbank,2016-06-29
HND/2016/HU_ME147,Ky785442,2016-06-04,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785442,2016.42,Genbank,2016-06-04
USA/2016/FL019,Ky785421,2016-07-07,North America,USA,USA,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785421,2016.51,Genbank,2016-07-07
HND/2016/HU_ME33,Ky785416,2016-04-28,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785416,2016.32,Genbank,2016-04-28
mex48/Mexico/2016,Ky606273,2016-06-30,North America,Mexico,Mexico,Chiu Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY606273,2016.50,Genbank,2016-06-30
V103344,Ku501216,2015-12-01,North America,Guatemala,Guatemala,Lanciotti Et Al,Emerging Infect. Dis. 22  5  933-935  2016 ,Phylogeny Of Zika Virus In Western Hemisphere 2015,https://www.ncbi.nlm.nih.gov/nuccore/KU501216,2015.91,Genbank,2015-12-01
V8375,Ku501217,2015-11-01,North America,Guatemala,Guatemala,Lanciotti Et Al,Emerging Infect. Dis. 22  5  933-935  2016 ,Phylogeny Of Zika Virus In Western Hemisphere 2015,https://www.ncbi.nlm.nih.gov/nuccore/KU501217,2015.83,Genbank,2015-11-01
USA/2016/FLWB044,Ky325479,2016-09-28,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325479,2016.74,Genbank,2016-09-28
USA/2016/FLSR043,Ky325465,2016-09-28,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325465,2016.74,Genbank,2016-09-28
Mex03/Mexico/2016,Ky606271,2016-03-05,North America,Mexico,Mexico,Faria Et Al,Nature 546  7658  406-410  2017 ,Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY606271,2016.18,Genbank,2016-03-05
Henan/001/2016,Mf593625,2016-09-14,China,China,China,Li Et Al,Unpublished,Identification Of The First Imported Zika Case From Guatemala Into Henan Inland China  A Case Report,https://www.ncbi.nlm.nih.gov/nuccore/MF593625,2016.70,Genbank,2016-09-14
Cuba/2017/Hu0046Sa,Mf159531,2017-04-19,North America,Cuba,Cuba,Grubaugh Et Al,Unpublished,Zika Virus Sequence From Cuba Traveler Diagnosed In The United States  Miami Fl ,https://www.ncbi.nlm.nih.gov/nuccore/MF159531,2017.30,Genbank,2017-04-19
UNK/2016/MA_WGS16_029,Ky785454,2016-08-05,North America,El Salvador,El Salvador,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785454,2016.59,Genbank,2016-08-05
HND/2016/HU_ME152,Ky014315,2016-06-06,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014315,2016.43,Genbank,2016-06-06
HND/2016/HU_ME59,Ky785418,2016-05-13,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785418,2016.36,Genbank,2016-05-13
NIC/5005_13A1/2016,Ky765327,2016-04-22,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765327,2016.31,Genbank,2016-04-22
FHT1175/HON/2016,Ky693677,2016-08-26,North America,Honduras,Honduras,Leguia Et Al,Unpublished,Full-genome Amplification And Sequencing Of Zika Viruses Using A Targeted Amplification Approach,https://www.ncbi.nlm.nih.gov/nuccore/KY693677,2016.65,Genbank,2016-08-26
HND/2016/HU_ME136,Ky785461,2016-05-31,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785461,2016.41,Genbank,2016-05-31
NIC/5847_12B1/2016,Mf434520,2016-02-07,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434520,2016.10,Genbank,2016-02-07
HND/2016/HU_ME167,Ky014327,2016-06-09,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014327,2016.44,Genbank,2016-06-09
HND/2016/HU_ME50,Ky014311,2016-05-12,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014311,2016.36,Genbank,2016-05-12
HND/2016/HU_ME178,Ky014306,2016-06-10,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014306,2016.44,Genbank,2016-06-10
mex39/Mexico/2016,Ky606274,2016-07-07,North America,Mexico,Mexico,Chiu Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY606274,2016.51,Genbank,2016-07-07
HND/2016/HU_ME180,Ky785431,2016-06-13,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785431,2016.45,Genbank,2016-06-13
FB_GWUH_2016,Ku870645,2016-02-02,North America,Guatemala,Guatemala,Driggers Et Al,Unpublished,Zika Virus Infection With Prolonged Maternal Viremia And Fetal Brain Abnormalities,https://www.ncbi.nlm.nih.gov/nuccore/KU870645,2016.09,Genbank,2016-02-02
NIC/6406_13A1/2016,Ky765320,2016-05-29,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765320,2016.41,Genbank,2016-05-29
Nica2_16,Kx421194,2016-01-13,North America,Nicaragua,Nicaragua,Tabata Et Al,Cell Host Microbe 20  2  155-166  2016 ,Zika Virus Targets Different Primary Human Placental Cells Suggesting Two Routes For Vertical Transmission,https://www.ncbi.nlm.nih.gov/nuccore/KX421194,2016.03,Genbank,2016-01-13
Nica1_16,Kx421195,2016-01-19,North America,Nicaragua,Nicaragua,Tabata Et Al,Cell Host Microbe 20  2  155-166  2016 ,Zika Virus Targets Different Primary Human Placental Cells Suggesting Two Routes For Vertical Transmission,https://www.ncbi.nlm.nih.gov/nuccore/KX421195,2016.05,Genbank,2016-01-19
HND/2016/HU_ME137,Ky785444,2016-05-31,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785444,2016.41,Genbank,2016-05-31
NIC/1659_13A1/2016,Mf434517,2016-08-19,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434517,2016.63,Genbank,2016-08-19
HND/2016/HU_SZ76,Ky785471,2016-05-03,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785471,2016.34,Genbank,2016-05-03
NIC/7253_13A1/2016,Mf434522,2016-08-29,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434522,2016.66,Genbank,2016-08-29
NIC/1304_13A1/2016,Mf434516,2016-08-05,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434516,2016.59,Genbank,2016-08-05
NIC/5338_13A1/2016,Mf434519,2016-07-22,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434519,2016.56,Genbank,2016-07-22
HND/2016/HU_ME171,Ky785448,2016-06-10,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785448,2016.44,Genbank,2016-06-10
HND/2016/HU_ME172,Ky785458,2016-06-10,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785458,2016.44,Genbank,2016-06-10
HND/2016/HU_ME131,Ky785414,2016-05-28,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785414,2016.41,Genbank,2016-05-28
FHT1166/HON/2016,Ky693676,2016-08-26,North America,Honduras,Honduras,Leguia Et Al,Unpublished,Full-genome Amplification And Sequencing Of Zika Viruses Using A Targeted Amplification Approach,https://www.ncbi.nlm.nih.gov/nuccore/KY693676,2016.65,Genbank,2016-08-26
