Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date
USA/2016/FLUR026,Ky325474,2016-09-13,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325474,2016.70,Genbank,2016-09-13
DOM/2016/MA_WGS16_007,Ky785453,2016-05-10,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785453,2016.36,Genbank,2016-05-10
DOM/2016/BB_0208,Ky014300,2016-04-20,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014300,2016.30,Genbank,2016-04-20
JAM/2016/MA_WGS16_041,Ky785432,2016-10-12,North America,Jamaica,Jamaica,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785432,2016.78,Genbank,2016-10-12
JAM/2016/MA_WGS16_039,Ky785430,2016-09-28,North America,Jamaica,Jamaica,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785430,2016.74,Genbank,2016-09-28
JAM/2016/MA_WGS16_025,Ky785424,2016-07-10,North America,Jamaica,Jamaica,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785424,2016.52,Genbank,2016-07-10
USVI/7/2016,Vi7,2016-10-27,North America,USVI,Saint Thomas,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.82,Fh,2016-10-27
Dominican_Rep_Rus_4MRG_2016,Mf098765,2016-05-23,North America,Dominican Republic,Dominican Republic,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098765,2016.39,Genbank,2016-05-23
DOM/2016/BB_0059,Ky785425,2016-04-04,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785425,2016.26,Genbank,2016-04-04
USA/2016/FL029,Ky785457,2016-08-01,North America,USA,USA,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785457,2016.58,Genbank,2016-08-01
USA/2016/FL028,Ky785443,2016-08-01,North America,USA,USA,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785443,2016.58,Genbank,2016-08-01
USA/2016/FL022,Ky075935,2016-07-22,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075935,2016.56,Genbank,2016-07-22
USA/2016/FLUR006,Ky325467,2016-07-29,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325467,2016.57,Genbank,2016-07-29
USA/2016/FLUR005,Ky325481,2016-07-29,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325481,2016.57,Genbank,2016-07-29
HTI/2016/MA_WGS16_022,Ky785482,2016-07-05,North America,Haiti,Haiti,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785482,2016.51,Genbank,2016-07-05
USA/2016/FL030,Kx922704,2016-08-02,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX922704,2016.59,Genbank,2016-08-02
USA/2016/FL038,Kx922706,2016-08-05,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX922706,2016.59,Genbank,2016-08-05
USA/2016/FL021,Kx922703,2016-07-19,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX922703,2016.55,Genbank,2016-07-19
USA/2016/FLUR002,Ky325466,2016-07-28,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325466,2016.57,Genbank,2016-07-28
Aedes_aegypti/USA/2016/FL08,Ky075939,2016-10-05,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075939,2016.76,Genbank,2016-10-05
USA/2016/FLUR007,Ky325468,2016-08-04,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325468,2016.59,Genbank,2016-08-04
USA/2016/FLUR008,Ky325469,2016-08-04,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325469,2016.59,Genbank,2016-08-04
USA/2016/FLUR001,Ky325480,2016-07-28,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325480,2016.57,Genbank,2016-07-28
USA/2016/FLUR009,Ky325470,2016-08-04,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325470,2016.59,Genbank,2016-08-04
USA/2016/FLUR057,Ky325475,2016-10-05,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325475,2016.76,Genbank,2016-10-05
USA/2016/FLWB042,Ky325478,2016-09-26,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325478,2016.74,Genbank,2016-09-26
USA/2016/FLUR013,Ky325472,2016-08-23,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325472,2016.64,Genbank,2016-08-23
USA/2016/FL010,Ky014295,2016-06-22,North America,USA,USA,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014295,2016.47,Genbank,2016-06-22
USA/2016/FLUR015,Ky325483,2016-08-24,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325483,2016.65,Genbank,2016-08-24
USA/2016/FLUR063,Ky325477,2016-10-03,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325477,2016.76,Genbank,2016-10-03
Aedes_aegypti/USA/2016/FL06,Ky075938,2016-09-20,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075938,2016.72,Genbank,2016-09-20
Brazil/2015/ZBRD116,Ky559003,2015-08-28,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559003,2015.65,Genbank,2015-08-28
BeH828305,Ku729218,2015-01-01,South America,Brazil,Brazil,Faria Et Al,Unpublished,Zika Virus In The Americas  Early Epidemiological And Genetic Findings,https://www.ncbi.nlm.nih.gov/nuccore/KU729218,2015.35,Genbank,2015-xx-xx
Bahia01,Kx101066,2015-05-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KX101066,2015.41,Genbank,2015-05-xx
Bahia02,Kx101060,2015-05-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KX101060,2015.33,Genbank,2015-05-xx
Bahia07,Ku940228,2015-07-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU940228,2015.50,Genbank,2015-07-01
Bahia09,Ku940224,2015-08-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU940224,2015.58,Genbank,2015-08-01
HS_2015_BA_01,Kx520666,2015-08-01,South America,Brazil,Brazil,Teixeira Et Al,Unpublished,Full Coding Sequence Of The Zika Virus Isolate Hs-2015-ba-01,https://www.ncbi.nlm.nih.gov/nuccore/KX520666,2015.66,Genbank,2015-08-xx
Bahia03,Kx101061,2015-05-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KX101061,2015.41,Genbank,2015-05-xx
Bahia08,Ku940227,2015-07-15,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU940227,2015.53,Genbank,2015-07-15
Bahia15,Kx101065,2016-01-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KX101065,2016.00,Genbank,2016-01-xx
USVI/36/2016,Vi36,2016-09-13,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.70,Fh,2016-09-13
Brazil/2016/ZBRX1,Ky559005,2016-04-18,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559005,2016.30,Genbank,2016-04-18
Brazil/2016/ZBRX137,Ky559024,2016-03-03,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559024,2016.17,Genbank,2016-03-03
Brazil/2016/ZBRX6,Ky559008,2016-04-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559008,2016.30,Genbank,2016-04-19
Brazil/2016/ZBRX103,Ky559019,2016-05-24,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559019,2016.39,Genbank,2016-05-24
Brazil/2016/ZBRX13,Ky559013,2016-04-24,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559013,2016.31,Genbank,2016-04-24
Brazil/2016/ZBRX7,Ky559009,2016-04-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559009,2016.30,Genbank,2016-04-19
Brazil/2016/ZBRX12,Ky559012,2016-04-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559012,2016.30,Genbank,2016-04-19
Brazil/2016/ZBRX100,Ky559017,2016-05-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559017,2016.38,Genbank,2016-05-19
Brazil/2016/ZBRX11,Ky559011,2016-04-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559011,2016.30,Genbank,2016-04-19
Brazil/2016/ZBRX8,Ky559010,2016-04-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559010,2016.30,Genbank,2016-04-19
BRA/2016/FC_5790,Ky785446,2016-03-22,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785446,2016.22,Genbank,2016-03-22
V9,Kx197205,2015-12-01,South America,Brazil,Brazil,Miranda Et Al,Unpublished,Brazilian Zika Virus Genome Sequence,https://www.ncbi.nlm.nih.gov/nuccore/KX197205,2015.91,Genbank,2015-12-01
DOM/2016/BB_0085,Ky785483,2016-04-07,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785483,2016.27,Genbank,2016-04-07
BRA/2016/FC_6696,Ky014313,2016-04-05,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014313,2016.26,Genbank,2016-04-05
BRA/2016/FC_DQ58D1,Ky785427,2016-03-30,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785427,2016.24,Genbank,2016-03-30
BRA/2016/FC_DQ107D1,Ky014301,2016-04-13,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014301,2016.28,Genbank,2016-04-13
BRA/2016/FC_DQ131D1,Ky014296,2016-04-18,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014296,2016.30,Genbank,2016-04-18
BRA/2016/FC_DQ42D1,Ky014320,2016-03-23,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014320,2016.22,Genbank,2016-03-23
BRA/2016/FC_DQ28D1,Ky014317,2016-03-21,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014317,2016.22,Genbank,2016-03-21
BRA/2016/FC_DQ47D1,Ky014309,2016-03-28,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014309,2016.24,Genbank,2016-03-28
Brazil/2016/ZBRY8,Ky559031,2016-01-01,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559031,2016.00,Genbank,2016-01-xx
Brazil/2016/ZBRY10,Ky559030,2016-01-01,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559030,2016.00,Genbank,2016-01-xx
Brazil_ZKV2015,Ku497555,2015-11-30,South America,Brazil,Brazil,Calvet Et Al,Lancet Infect Dis 16  6  653-660  2016 ,Detection And Sequencing Of Zika Virus From Amniotic Fluid Of Fetuses With Microcephaly In Brazil  A Case Study,https://www.ncbi.nlm.nih.gov/nuccore/KU497555,2015.91,Genbank,2015-11-30
Brazil/2015/ZBRC301,Ky558995,2015-05-13,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558995,2015.36,Genbank,2015-05-13
Brazil/2015/ZBRD103,Ky559001,2015-08-20,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559001,2015.63,Genbank,2015-08-20
Brazil/2015/ZBRD107,Ky559002,2015-09-09,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559002,2015.69,Genbank,2015-09-09
Brazil/2016/ZBRX128,Ky559022,2016-03-13,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559022,2016.20,Genbank,2016-03-13
Brazil/2016/INMI1,Ku991811,2016-03-06,South America,Brazil,Brazil,Carletti Et Al,Unpublished,Isolation Of Infectious Zika Virus From Sera In A Traveller Returning From Brazil To Italy,https://www.ncbi.nlm.nih.gov/nuccore/KU991811,2016.18,Genbank,2016-03-06
Brazil/2016/ZBRC18,Ky558992,2016-01-06,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558992,2016.01,Genbank,2016-01-06
BRA/2016/FC_DQ49D1,Ky014307,2016-03-28,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014307,2016.24,Genbank,2016-03-28
Brazil/2016/ZBRY6,Ky559027,2016-02-16,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559027,2016.13,Genbank,2016-02-16
BRA/2016/FC_6703,Ky785439,2016-04-08,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785439,2016.27,Genbank,2016-04-08
Brazil/2015/ZBRC303,Ky558997,2015-05-14,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558997,2015.36,Genbank,2015-05-14
BRA/2016/FC_DQ62D1,Ky785480,2016-03-30,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785480,2016.24,Genbank,2016-03-30
Brazil/2015/ZBRC313,Ky558998,2015-06-15,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558998,2015.45,Genbank,2015-06-15
Brazil/2016/ZBRX15,Ky559015,2016-04-24,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559015,2016.31,Genbank,2016-04-24
Brazil/2016/ZBRC319,Ky558999,2016-07-10,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558999,2016.52,Genbank,2016-07-10
Brazil/2015/ZBRC302,Ky558996,2015-05-13,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558996,2015.36,Genbank,2015-05-13
COL/FCC00093/2015,Kx548902,2015-10-07,South America,Colombia,Colombia,Leguia Et Al,Unpublished,Full Genomic Characterization Of A Zika Virus Isolate From Colombia,https://www.ncbi.nlm.nih.gov/nuccore/KX548902,2015.76,Genbank,2015-10-07
Colombia/2016/ZC192Se,Ky317937,2016-01-07,South America,Colombia,Colombia,Quick Et Al,Nat Protoc 12  6  1261-1276  2017 ,Multiplex Pcr Method For Minion And Illumina Sequencing Of Zika And Other Virus Genomes Directly From Clinical Samples,https://www.ncbi.nlm.nih.gov/nuccore/KY317937,2016.02,Genbank,2016-01-07
FPI15263/PERU/Loreto/2016,Ky693679,2016-07-11,South America,Peru,Peru,Leguia Et Al,Unpublished,Full-genome Amplification And Sequencing Of Zika Viruses Using A Targeted Amplification Approach,https://www.ncbi.nlm.nih.gov/nuccore/KY693679,2016.53,Genbank,2016-07-11
FPI15198/PERU/Loreto/2016,Ky693678,2016-06-28,South America,Peru,Peru,Leguia Et Al,Unpublished,Full-genome Amplification And Sequencing Of Zika Viruses Using A Targeted Amplification Approach,https://www.ncbi.nlm.nih.gov/nuccore/KY693678,2016.49,Genbank,2016-06-28
Martinique/2016/FL001Sa,Ky075932,2016-03-22,North America,Martinique,Martinique,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075932,2016.22,Genbank,2016-03-22
Martinique/2016/FL001,Ky785451,2016-03-22,North America,Martinique,Martinique,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785451,2016.22,Genbank,2016-03-22
MEX/InDRE/2016,Ku922960,2016-02-25,North America,Mexico,Mexico,Diaz-quinonez Et Al,Unpublished,Molecular Characterization Of Zika Virus In Mexico,https://www.ncbi.nlm.nih.gov/nuccore/KU922960,2016.15,Genbank,2016-02-25
MRS_OPY_Martinique_PaRi_2015,Ku647676,2015-12-01,North America,Martinique,Martinique,Piorkowski Et Al,New Microbes New Infect 11 52-53  2016 ,Complete Coding Sequence Of Zika Virus From Martinique Outbreak In 2015,https://www.ncbi.nlm.nih.gov/nuccore/KU647676,2015.91,Genbank,2015-12-xx
Colombia/2016/ZC207Se,Ky317940,2016-01-09,South America,Colombia,Colombia,Quick Et Al,Nat Protoc 12  6  1261-1276  2017 ,Multiplex Pcr Method For Minion And Illumina Sequencing Of Zika And Other Virus Genomes Directly From Clinical Samples,https://www.ncbi.nlm.nih.gov/nuccore/KY317940,2016.02,Genbank,2016-01-09
Colombia/2016/ZC199Se,Ky317938,2016-01-10,South America,Colombia,Colombia,Quick Et Al,Nat Protoc 12  6  1261-1276  2017 ,Multiplex Pcr Method For Minion And Illumina Sequencing Of Zika And Other Virus Genomes Directly From Clinical Samples,https://www.ncbi.nlm.nih.gov/nuccore/KY317938,2016.02,Genbank,2016-01-10
Colombia/2016/ZC188Se,Ky317936,2016-01-16,South America,Colombia,Colombia,Quick Et Al,Nat Protoc 12  6  1261-1276  2017 ,Multiplex Pcr Method For Minion And Illumina Sequencing Of Zika And Other Virus Genomes Directly From Clinical Samples,https://www.ncbi.nlm.nih.gov/nuccore/KY317936,2016.04,Genbank,2016-01-16
Colombia/2016/ZC204Se,Ky317939,2016-01-06,South America,Colombia,Colombia,Quick Et Al,Nat Protoc 12  6  1261-1276  2017 ,Multiplex Pcr Method For Minion And Illumina Sequencing Of Zika And Other Virus Genomes Directly From Clinical Samples,https://www.ncbi.nlm.nih.gov/nuccore/KY317939,2016.01,Genbank,2016-01-06
PAN/BEI_259634_V4/2016,Kx198135,2016-01-01,North America,Panama,Panama,Shabman Et Al,Submitted  05-may-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX198135,2016.17,Genbank,2016-xx-xx
COL/2016/SU_1856A,Ky785466,2016-04-28,South America,Colombia,Colombia,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785466,2016.32,Genbank,2016-04-28
DOM/2016/BB_0127,Ky014303,2016-04-11,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014303,2016.28,Genbank,2016-04-11
COL/2016/SU_2293A,Ky785477,2016-06-09,South America,Colombia,Colombia,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785477,2016.44,Genbank,2016-06-09
COL/2016/SU_2724A,Ky785469,2016-04-05,South America,Colombia,Colombia,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785469,2016.26,Genbank,2016-04-05
COL/2016/SU_1810A,Ky785417,2016-04-06,South America,Colombia,Colombia,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785417,2016.26,Genbank,2016-04-06
FLA,Ky989971,2015-12-01,South America,Colombia,Colombia,Kneubehl Et Al,Submitted  26-apr-2017  Molecular Virology And Microbiology Baylor College Of Medicine One Baylor Plaza Houston Tx 77030 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY989971,2015.91,Genbank,2015-12-xx
PAN/CDC_259249_V1_V3/2015,Kx156775,2015-12-11,North America,Panama,Panama,Shabman Et Al,Submitted  29-apr-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX156775,2015.94,Genbank,2015-12-11
